source,target,year,month
Robert Lee,Li-Gonzalez,2017,01
Veronica English,Li-Gonzalez,2026,07
Veronica English,Leach-Grimes,2035,06
Ethan Miller,Li-Gonzalez,2012,08
Christopher Moran,"Allen, Villa and Allen",2034,10
Brandon Brown,"Allen, Villa and Allen",2034,12
Brandon Brown,"Kidd, Adkins and Jones",2033,12
Brandon Brown,"Kidd, Adkins and Jones",2031,11
Brandon Brown,Bílek a.s.,2035,10
Brandon Brown,Bílek a.s.,2035,10
Ashley Duke,"Fuller, Bradshaw and Graves",2030,10
Kevin Macdonald,"Fuller, Bradshaw and Graves",2006,04
Kurt Evans,"Clark, Williams and Gonzales",2020,01
Sara Keller,"Clark, Williams and Gonzales",2026,11
Ashley Estrada,"Clark, Williams and Gonzales",2021,07
Ashley Estrada,Price LLC,2028,03
Ashley Estrada,Sparks Inc,2007,12
Karina Miller,"Clark, Williams and Gonzales",2020,08
Karina Miller,Price LLC,2030,10
James Montoya,Rivera-Morris,2031,09
William Callahan,Rivera-Morris,2009,10
Adrian Jones,Rivera-Morris,2028,01
Kayla Jones DVM,Rivera-Morris,2009,10
Heather Johns,"Hubbard, Gill and Greene",2032,03
Robert White,"Hubbard, Gill and Greene",2028,09
Robert White,Escobar and Sons,2034,06
Robert White,"Smith, Mejia and Wolf",2006,06
Laura Davidson,"Hubbard, Gill and Greene",2024,02
Crystal Walker MD,"Hubbard, Gill and Greene",2024,05
Belinda Bates,"Hubbard, Gill and Greene",2032,04
Patrick Gonzalez,"Hubbard, Gill and Greene",2020,11
Terry Kaiser,"Hubbard, Gill and Greene",2025,08
Adrian Kelley,"Thompson, Ortiz and Brown",2010,11
Suzanne Smith,"Chavez, Sanchez and Bird",2029,08
Zachary Gordon,"Chavez, Sanchez and Bird",2030,10
Jeremy Archer,Cisneros-Hernandez,2032,09
Mrs. Brittney Cooper,Cisneros-Hernandez,2029,08
Danny Pena,"Davis, Shepard and Lopez",2020,05
Stephanie Scott,"Peterson, Jordan and Barrett",2016,12
Stephanie Scott,Bílek a.s.,2035,10
Stephen Richardson,Perez-Price,2014,10
Anne Mcconnell,"Henderson, Brown and Baker",2031,02
Taylor Rose,"Henderson, Brown and Baker",2031,01
Jennifer Avila,"Henderson, Brown and Baker",2014,11
Amy Moss,"Henderson, Brown and Baker",2019,08
Amy Moss,Reese and Sons,2034,08
Natalie Martin,Rodriguez-Clark,2031,06
Brenda Logan,Rodriguez-Clark,2031,08
Ryan Martinez,Rodriguez-Clark,2032,08
Ryan Martinez,"Fox, Simpson and Diaz",2032,09
Seth Castro,Rodriguez-Clark,2034,11
Julie Boyle,Rodriguez-Clark,2030,12
Douglas Garrett,Rodriguez-Clark,2032,12
Elizabeth Weiss,Rodriguez-Clark,2032,08
Cheryl Moore,Rodriguez-Clark,2031,05
Ryan Crane,Rodriguez-Clark,2030,12
Kaitlyn Lewis,Rodriguez-Clark,2033,11
Kaitlyn Lewis,"Ellis, Parks and Jimenez",2029,02
Keith Dixon,Berry-Knight,2019,08
Joseph Valdez,Berry-Knight,2031,07
Stephanie Johnston,Berry-Knight,2032,04
Laura Reeves,Berry-Knight,2028,10
William Montoya,"Cooper, Holland and Nelson",2033,11
Cathy Thomas,Combs-Barnes,2026,01
Paul Young,Combs-Barnes,2029,01
Paul Young,Case PLC,2015,12
John Lewis,Combs-Barnes,2029,01
Monique Oliver,Combs-Barnes,2032,02
Misty Fox,"Clayton, Dean and Gaines",2025,03
Christine Miller,"Clayton, Dean and Gaines",2029,02
Michael Massey,"Clayton, Dean and Gaines",2028,01
Michael Massey,"Villegas, Gaines and Shelton",2024,12
Michael Massey,Underwood-Maldonado,2033,07
Tina Price,"Clayton, Dean and Gaines",2009,06
Anthony Marshall,"Clayton, Dean and Gaines",2030,05
Jason Sanchez,"Clayton, Dean and Gaines",2031,08
Charles Klein,"Clayton, Dean and Gaines",2022,05
Rachael Howard,"Clayton, Dean and Gaines",2010,01
Rachael Howard,"Solomon, Smith and Meadows",2033,08
Joshua Robinson,"Clayton, Dean and Gaines",2019,11
April Romero,"Clayton, Dean and Gaines",2033,03
Kelly Fischer,"Clayton, Dean and Gaines",2024,06
Kathleen Moore,"Clayton, Dean and Gaines",2031,09
Kathleen Moore,Landry-Downs,2034,07
Christina Rice,"Clayton, Dean and Gaines",2011,03
Valerie Salinas,"Clayton, Dean and Gaines",2010,06
Shane Baker,"Clayton, Dean and Gaines",2030,02
Johnny Wu,Perez-Cardenas,2032,05
Kim Mccullough,Perez-Cardenas,2027,02
Jonathan Hendrix,Perez-Cardenas,2027,02
Kellie Smith,Perez-Cardenas,2023,01
Kimberly Brandt,Perez-Cardenas,2030,11
Victoria Thomas,Perez-Cardenas,2022,08
Larry Manning,Perez-Cardenas,2012,06
Zachary Escobar,Perez-Cardenas,2006,03
Richard Evans,Perez-Cardenas,2013,03
Taylor Martin,Perez-Cardenas,2015,05
Kristi Dunlap,"Golden, Martin and Huynh",2016,05
Kristi Dunlap,Contreras-Jackson,2015,07
Cathy Mclean,"Golden, Martin and Huynh",2025,03
Ian Lewis,"Gutierrez, Glenn and Fritz",2018,12
Ian Lewis,Ward-Collins,2013,09
Courtney Phillips,"Gutierrez, Glenn and Fritz",2010,10
Courtney Phillips,"Hernandez, Lawson and Wood",2031,08
Tonya Lopez,"Gutierrez, Glenn and Fritz",2016,04
Sara Stanton,Lucero-Lee,2034,06
Jason Cox,Lucero-Lee,2030,03
Felicia Joseph,Lucero-Lee,2028,07
James Anderson,Lucero-Lee,2033,07
Amber Bass,"Arnold, Montgomery and Doyle",2033,09
Keith Ingram,"Arnold, Montgomery and Doyle",2011,08
Keith Ingram,Skinner-Hernandez,2023,11
Keith Ingram,Skinner-Hernandez,2013,03
Megan Cruz,"Arnold, Montgomery and Doyle",2023,10
Laura Barnes,"Arnold, Montgomery and Doyle",2017,01
Joseph Patel,"Arnold, Montgomery and Doyle",2031,09
Laura Hernandez,Ramos-Harris,2032,08
Sherry Hansen,Ramos-Harris,2032,05
Catherine Galloway,Ramos-Harris,2032,12
Laura Lowe,Ramos-Harris,2005,02
Bryce Walker,Ramos-Harris,2013,01
Dustin Franklin,Ramos-Harris,2023,12
Stephanie Anderson,Ramos-Harris,2009,12
Ronald Hicks,Ramos-Harris,2021,09
Jasmine Ford,Ramos-Harris,2023,08
Rebecca Hicks,Ramos-Harris,2022,06
Barbara Washington,Haley-Hart,2022,04
Christopher Holland,Haley-Hart,2028,12
Evan Crawford,Haley-Hart,2033,02
Rachel Hampton,Haley-Hart,2011,06
Peter Estrada,"Johnson, Crawford and Bauer",2021,03
Taylor Jensen,"Johnson, Crawford and Bauer",2030,02
Sarah Barton,"Gardner, Erickson and King",2028,10
Melissa Bradford,Wolf PLC,2031,06
Kenneth Thomas,Pena-Allen,2011,11
Michelle Khan,Stone-King,2018,06
Richard Lee,Burgess-Morrow,2027,11
Curtis Caldwell,Burgess-Morrow,2023,11
Dominic Obrien,"Jordan, Lee and Thompson",2022,02
Melissa Mahoney,"Jordan, Lee and Thompson",2011,07
Brandy Hernandez,"Jordan, Lee and Thompson",2006,12
Mark Carter,"Jordan, Lee and Thompson",2032,11
Kristen White,"Jordan, Lee and Thompson",2008,11
Kristen White,Hendricks Inc,2032,07
Eric Montoya,"Jordan, Lee and Thompson",2012,11
Matthew Gardner,"Jordan, Lee and Thompson",2017,11
Kathy Lloyd,Sanchez-Jones,2027,01
Bradley Landry,Sanchez-Jones,2027,02
Christopher Fletcher,Payne-Novak,2028,07
Jamie Roberts,Payne-Novak,2031,05
Robert Massey,Payne-Novak,2030,07
Brian Clay,Payne-Novak,2024,05
Ashlee Garcia,Payne-Novak,2026,11
Joseph Jenkins,Payne-Novak,2028,01
Laura Gilbert,Payne-Novak,2032,07
Darryl Mcguire,Payne-Novak,2022,08
Katelyn Jordan,Payne-Novak,2030,09
Melissa Randolph,"Brown, Clarke and Martinez",2026,05
Melissa Randolph,Franklin LLC,2034,10
Thomas Parker,"Brown, Clarke and Martinez",2028,03
Eric Hughes,Trujillo-Rhodes,2033,12
William Lutz,Moore-Garza,2033,10
David Willis,Moore-Garza,2029,04
Zoe Rivers,Moore-Garza,2034,03
Paul Mclaughlin,Watkins-Petersen,2029,12
Gary Hicks,"Walters, Combs and Gonzalez",2025,02
Mike Richmond,"Travis, Wheeler and Stanley",2024,07
Sarah Hampton,"Travis, Wheeler and Stanley",2011,08
Mckenzie Navarro,Waters PLC,2026,03
Jason Martin,Waters PLC,2031,02
John Ball Jr.,Gordon Ltd,2030,08
Cynthia Collins,Gordon Ltd,2022,02
Larry Jones,"Stewart, Robinson and Shaffer",2023,09
Jordan Jones,"Stewart, Robinson and Shaffer",2017,11
Lisa Briggs,"Stewart, Robinson and Shaffer",2023,07
Christopher Ashley,"Stewart, Robinson and Shaffer",2017,02
James Tran,"Stewart, Robinson and Shaffer",2030,02
Michael Johnson,Evans Ltd,2033,02
Michael Johnson,"Hughes, Clark and Bishop",2009,09
Michael Johnson,"Hughes, Clark and Bishop",2034,12
Mark Wise,Evans Ltd,2034,06
Joel Vance,"Armstrong, Taylor and Gray",2029,10
Marco Smith,"Armstrong, Taylor and Gray",2032,05
Joseph Kirk,"Murray, White and Patton",2018,06
Angela Washington,"Murray, White and Patton",2021,12
Brandon Williams,Diaz Ltd,2019,11
Brandon Williams,"Fitzpatrick, Harris and Burton",2034,11
John Tucker,Diaz Ltd,2006,01
John Tucker,Frazier-Arellano,2018,03
Michael Jones,Diaz Ltd,2024,06
Michael Jones,"Collins, Johnson and Lloyd",2026,04
Edward Cameron,Diaz Ltd,2028,04
Edward Cameron,"Henry, Morrison and Macdonald",2031,03
Stephen Winters,"Dunn, Moran and Sherman",2005,04
Julie Acosta,"Dunn, Moran and Sherman",2008,03
Kimberly Williams,Jones-Lam,2033,02
Michaela Hale,Jones-Lam,2032,10
Jesse Allen,Glass-Lindsey,2029,09
Bobby Pope,Price-Parsons,2022,07
Benjamin Austin,Price-Parsons,2017,11
Karen Malone DDS,Price-Parsons,2029,04
Terrance Mccarthy,Price-Parsons,2026,06
Pamela May,Nichols-Newman,2006,03
Erica Garcia MD,Nichols-Newman,2014,10
Lindsay Dawson,Nichols-Newman,2013,11
Kelsey Moore,Nichols-Newman,2033,10
Christopher Heath,Nichols-Newman,2025,09
Christopher Heath,Patton Inc,2030,12
Cory Bennett,Nichols-Newman,2033,10
William Jacobs,Rodriguez-Murillo,2030,10
Jeffrey Price,"Roberson, Thomas and Brooks",2031,10
Jeffrey Price,"Underwood, Fernandez and Hardin",2033,09
Erica Russo,Harris-Jensen,2030,06
Tyler Turner,Harris-Jensen,2010,09
Monica Adams,Harris-Jensen,2027,12
Beth Joseph,Harris-Jensen,2033,09
Beth Joseph,"King, Webster and Brown",2030,03
David Ferrell,"Garrett, Johnson and Reynolds",2021,01
David Ferrell,Young Inc,2024,11
David Hanson,"Garrett, Johnson and Reynolds",2023,07
Kenneth Kelly DVM,Payne-Miller,2034,04
Christopher May,Salas-Jones,2014,09
Hannah Flynn,Salas-Jones,2029,07
Joseph Herrera,Salas-Jones,2020,09
Jason Jackson,Salas-Jones,2020,12
Bonnie Smith,Salas-Jones,2011,11
Jessica Baker,Salas-Jones,2013,04
Kristina Goodman,Jones-Franco,2033,08
Kristina Goodman,"Nielsen, Lynch and Smith",2026,03
Sandra Kaiser,Jones-Franco,2032,03
Sandra Kaiser,"Nielsen, Lynch and Smith",2005,09
Jeffrey Powers,Jones-Franco,2032,12
Jeffrey Powers,"Nielsen, Lynch and Smith",2026,09
Corey Kim,Jones-Franco,2032,05
Corey Kim,"Nielsen, Lynch and Smith",2027,02
Ann Peters,Jones-Franco,2034,11
Ann Peters,"Nielsen, Lynch and Smith",2007,12
Traci Stout,Jones-Franco,2034,05
Traci Stout,"Nielsen, Lynch and Smith",2029,04
Connor Ferguson,Jones-Franco,2034,12
Connor Ferguson,"Nielsen, Lynch and Smith",2005,04
Anita Odom,Jones-Franco,2034,05
Anita Odom,"Nielsen, Lynch and Smith",2019,08
Christopher Mann,Jones-Franco,2033,06
Christopher Mann,"Nielsen, Lynch and Smith",2034,02
Dr. Richard Doyle,Jones-Franco,2033,06
Dr. Richard Doyle,"Nielsen, Lynch and Smith",2025,01
John Valencia,Jones-Franco,2032,05
John Valencia,"Nielsen, Lynch and Smith",2006,04
Deborah Manning,Jones-Franco,2034,02
Deborah Manning,"Nielsen, Lynch and Smith",2034,02
Chad Powell,Jones-Franco,2033,07
Chad Powell,"Nielsen, Lynch and Smith",2017,05
Trevor Huff,Jones-Franco,2034,11
Trevor Huff,"Nielsen, Lynch and Smith",2033,04
Lauren Ashley,Jones-Franco,2032,03
Lauren Ashley,"Nielsen, Lynch and Smith",2010,06
Timothy Frank MD,Jones-Franco,2032,05
Timothy Frank MD,"Nielsen, Lynch and Smith",2028,11
Caroline Wise,Jones-Franco,2032,09
Caroline Wise,"Nielsen, Lynch and Smith",2024,10
Kylie Carr,Jones-Franco,2033,03
Kylie Carr,"Nielsen, Lynch and Smith",2020,05
Eric George,Jones-Franco,2034,08
Eric George,"Nielsen, Lynch and Smith",2006,09
Barbara Garcia DVM,Jones-Franco,2034,08
Barbara Garcia DVM,"Nielsen, Lynch and Smith",2017,07
Jeffrey Morrison,"Rodriguez, Henry and Woodard",2005,06
Christopher Trevino,"Rodriguez, Henry and Woodard",2029,07
Jason Johnson,"Rodriguez, Henry and Woodard",2023,03
Ricky Woods,"Rodriguez, Henry and Woodard",2006,05
Ricardo Barnett,"Rodriguez, Henry and Woodard",2025,08
Linda Calhoun,"Rodriguez, Henry and Woodard",2011,09
Brandon Robinson,"Rodriguez, Henry and Woodard",2005,08
Samantha Archer,"Rodriguez, Henry and Woodard",2027,08
Samantha Archer,Everett-Peters,2027,12
David Robles,"Rodriguez, Henry and Woodard",2028,11
Tricia Schroeder,Sanchez Group,2013,11
Brian Jackson,Sanchez Group,2018,10
Brian Jackson,Hawkins-Arellano,2014,11
Carol Medina,Sanchez Group,2014,04
Adrienne Murray,Sanchez Group,2019,11
Luis Wright,Sanchez Group,2033,10
John Collins,Mullins-Carrillo,2034,10
David Richard,Mullins-Carrillo,2033,10
Maurice Hall,Mullins-Carrillo,2032,12
Eric Wright,Mullins-Carrillo,2031,01
Gabriel Swanson,"Herman, Rodgers and Green",2007,05
Tracy Brown,"Brown, Scott and Cruz",2011,05
Mark Wright,Crawford-Boyd,2007,04
James Castro,Crawford-Boyd,2021,03
Phillip Mcdaniel,Crawford-Boyd,2034,04
Tammy Chapman,Crawford-Boyd,2027,09
Brianna Carter,"Keith, Johns and Jones",2032,12
Laura Clarke,Hart-Castillo,2026,05
Joseph Conley,Hart-Castillo,2014,09
Mark Wells DDS,"Wright, Murphy and Aguilar",2013,12
David Murphy,"Wright, Murphy and Aguilar",2021,02
David Newman,"Wright, Murphy and Aguilar",2033,09
Candace Flores,"Wright, Murphy and Aguilar",2006,01
Nathan Shaw,"Wright, Murphy and Aguilar",2018,07
Kevin Zuniga,"Wright, Murphy and Aguilar",2033,04
John Watkins,"Wright, Murphy and Aguilar",2025,10
Travis Reed,"Wright, Murphy and Aguilar",2034,05
Jonathan Patel,"Wright, Murphy and Aguilar",2007,06
Brett Clark,"Wright, Murphy and Aguilar",2023,08
Tracy Young DDS,"Wright, Murphy and Aguilar",2012,04
Elizabeth Martinez,"Carter, Jenkins and Reyes",2009,05
Elizabeth Martinez,Burch PLC,2029,06
Jessica Krause,"Carter, Jenkins and Reyes",2010,08
Lori Pham,"Reyes, Rivera and Richmond",2019,09
Mrs. Melissa Morrison,"Garcia, Tanner and Shaw",2017,12
Jason Juarez,Flores-Grant,2014,01
Jason Juarez,Kirby-Oconnor,2014,05
Stephen Wood,Flores-Grant,2005,08
Edward Sandoval,Flores-Grant,2005,11
Ms. Joanna Ramos,Flores-Grant,2020,02
Christina Hogan,Flores-Grant,2018,08
Tammy Morrison,Flores-Grant,2021,03
Jacob Walters,Flores-Grant,2009,04
Diana Ruiz,Flores-Grant,2017,11
Ryan Mitchell,Flores-Grant,2022,01
Kyle Dixon,Flores-Grant,2013,03
Natalie Howell,Flores-Grant,2020,01
Cameron Williams,Flores-Grant,2031,04
Taylor Watson,Flores-Grant,2014,07
Terrance Thomas,Flores-Grant,2029,03
James Robinson,Flores-Grant,2005,01
Lisa Garza,Flores-Grant,2014,01
Tonya Wood,"Wolf, Robinson and Jones",2006,08
Tonya Wood,Gordon PLC,2007,02
Jacob Reed,"Wolf, Robinson and Jones",2021,10
Gabriel Lee,"Wolf, Robinson and Jones",2031,04
Brian Zhang,"Wolf, Robinson and Jones",2010,02
Sharon Newton,"Wolf, Robinson and Jones",2007,04
Joel Miller,"Wolf, Robinson and Jones",2009,10
Melanie Nunez,"Wolf, Robinson and Jones",2026,03
Lauren Wilson,Ware and Sons,2017,06
Lauren Wilson,"Haney, Miller and Garcia",2020,02
Bruce Barnes,Ware and Sons,2021,02
Cassandra Stevens,"Jones, Davis and Dalton",2033,11
John Foster,Combs Ltd,2014,01
John Foster,Friedman-Becker,2011,07
Todd Powell,Combs Ltd,2007,12
Todd Powell,Friedman-Becker,2009,04
James Cole,Combs Ltd,2015,11
James Cole,Friedman-Becker,2030,06
Miranda Nolan,Combs Ltd,2015,03
Miranda Nolan,Friedman-Becker,2033,10
David Phillips,Combs Ltd,2008,11
David Phillips,Friedman-Becker,2031,01
Shawna Cooley,Combs Ltd,2015,04
Shawna Cooley,Friedman-Becker,2031,08
Maria Rodriguez,Combs Ltd,2026,01
Maria Rodriguez,Friedman-Becker,2032,07
Joseph Lyons,Combs Ltd,2009,08
Joseph Lyons,Friedman-Becker,2013,08
Ashley Winters,Combs Ltd,2009,02
Ashley Winters,Friedman-Becker,2005,07
Ashley Winters,Taylor-Miller,2027,08
Sharon Wilson,Combs Ltd,2021,10
Sharon Wilson,Friedman-Becker,2015,07
Nathan Bowen,Combs Ltd,2013,06
Nathan Bowen,Friedman-Becker,2013,05
Marissa Richards,Combs Ltd,2017,01
Marissa Richards,Friedman-Becker,2019,08
Jose Matthews,Combs Ltd,2017,01
Jose Matthews,Friedman-Becker,2026,06
Lisa Shepherd,Combs Ltd,2013,09
Lisa Shepherd,Friedman-Becker,2030,11
Tonya Dickson,Combs Ltd,2018,03
Tonya Dickson,Friedman-Becker,2034,02
Gregory Patel,"Faulkner, Schmidt and Wheeler",2023,08
Gregory Thompson,"Faulkner, Schmidt and Wheeler",2027,10
Diana Wilkinson,"Faulkner, Schmidt and Wheeler",2021,09
Kathryn Walters,"Faulkner, Schmidt and Wheeler",2022,09
Suzanne Williams,Moss-Frederick,2029,03
Julian Hall,Moss-Frederick,2032,09
Julian Hall,Combs-Stone,2033,04
Lisa Walters,Guzman LLC,2022,01
Lisa Walters,Olson and Sons,2032,07
Deanna Castro,Guzman LLC,2022,03
Cole Smith,Guzman LLC,2014,05
Gina Campos,Guzman LLC,2014,08
Jared Wheeler,"Sanchez, Carter and Hawkins",2025,03
Kelly Smith,"Sanchez, Carter and Hawkins",2031,08
Kelly Smith,Pacheco-Gomez,2021,01
Dominique Reed,Goodman PLC,2028,11
Shawn Moore,Li-Webster,2024,10
Stacey Williams,Li-Webster,2033,04
Andrea George,Hammond LLC,2006,07
Jeremy Barry,Hammond LLC,2029,09
Sandra Gonzalez,Powell-Bryan,2028,08
Sandra Gonzalez,Cardenas-Short,2019,06
Sandra Gonzalez,"Snyder, Orozco and Reed",2035,09
Lauren Taylor,Powell-Bryan,2017,09
Margaret Salazar,Martinez-Matthews,2030,02
Jermaine Thompson,Solis-Lopez,2013,07
Sarah Lowe,Solis-Lopez,2018,01
Charles Dunn,Edwards-Ramsey,2034,08
Frederick Perez,French and Sons,2011,01
Frederick Perez,Greene-Shannon,2032,07
Thomas English,Wiggins-Johnson,2008,03
Kristine Jackson,Li-Fuller,2023,07
Debra Meyer,Li-Fuller,2007,03
Brett Young,Li-Fuller,2033,12
Shawn Molina,Li-Fuller,2024,08
Corey Mckenzie,Li-Fuller,2021,08
Amanda Stokes,Li-Fuller,2025,11
Mark Thomas,Li-Fuller,2010,06
Richard Moore,Washington-Ortiz,2005,03
Melissa Montoya,Washington-Ortiz,2015,07
David Peters,Sanders PLC,2026,05
David Peters,Barber Ltd,2015,07
Tim Torres,"White, Jensen and Patterson",2034,07
Andrew Carroll,"White, Jensen and Patterson",2020,05
Connor Kelly,Ward-Richardson,2018,03
Emily Baker,Mann-Carey,2021,10
Kevin Thompson,"Maynard, Coleman and Smith",2013,05
Michael Adkins,"Maynard, Coleman and Smith",2023,01
Robert Pitts,"Maynard, Coleman and Smith",2027,07
Robert Pitts,Wilkins Ltd,2030,09
Rhonda Stephens,"Maynard, Coleman and Smith",2020,09
Angelica Garcia,"Maynard, Coleman and Smith",2012,08
Troy Mendez,"Maynard, Coleman and Smith",2016,03
Andrew Mueller,Page-Prince,2007,12
Kelly Oconnor,Page-Prince,2011,10
Karen Christensen,Page-Prince,2020,09
Kevin Wood,Page-Prince,2019,10
William Butler,Foster Inc,2023,05
Ryan Johnson,Foster Inc,2024,04
Ryan Johnson,"Flynn, Garcia and Gilmore",2009,07
Ryan Johnson,"Flynn, Garcia and Gilmore",2033,05
Bryan Jarvis,Kim PLC,2022,12
Ronald Ford,Kim PLC,2019,01
Patrick Hall,Lara-Butler,2033,06
Luke Williams,"Bond, Wilson and Cooper",2011,06
Megan Johnson,"Bond, Wilson and Cooper",2014,11
Matthew Thomas,"Bond, Wilson and Cooper",2010,10
Tony Webb,Thomas-Mendoza,2029,05
Kevin Hester,Thomas-Mendoza,2007,09
Wayne Anderson,Thomas-Mendoza,2010,10
Gregory Brooks,Hamilton Ltd,2027,07
Joseph Short,Hamilton Ltd,2012,11
Dustin Lopez,Robertson-Keller,2017,09
Mindy Little,Robertson-Keller,2005,01
Sharon Allen,Hall-George,2028,04
Julie Alvarez,Hall-George,2014,04
Kimberly Lutz,Hall-George,2012,12
Ronald Wang,Hall-George,2025,11
Steven Allen,Hall-George,2013,11
Steven Allen,Harris-Rodriguez,2020,08
Nancy Smith,Hall-George,2016,01
Nancy Smith,Lee-Ramirez,2011,04
Linda Norris,Torres-Brooks,2030,02
Lindsey Carroll,Torres-Brooks,2027,10
Ricky Floyd,Torres-Brooks,2011,11
Christopher Nguyen,Torres-Brooks,2006,02
Melanie Adams,Torres-Brooks,2014,02
Amanda Dunlap,Torres-Brooks,2005,03
Jean Rasmussen,Torres-Brooks,2014,11
Charles Jackson,Torres-Brooks,2029,05
Charles Jackson,Henderson-Wallace,2034,11
Krystal Chen,Peterson PLC,2017,12
Laurie Simmons,Peterson PLC,2015,12
Terry Lee,"Johnson, Potter and Gordon",2025,06
Kathleen Perez,"Clark, Nichols and Ward",2031,04
David Lee,Randall-Stone,2018,07
Christopher Robinson,Randall-Stone,2026,07
David Yang,Randall-Stone,2005,03
Jade Espinoza,Randall-Stone,2028,08
Phillip Hammond,Randall-Stone,2033,11
James Kelley,Barker-Mack,2016,04
Edward Fisher,Barker-Mack,2011,01
James Ramirez,Lara Group,2011,12
James Ramirez,"Graham, White and Macias",2011,05
Juan Reyes,Lara Group,2009,07
Krista Martin,"Silva, Stone and Nelson",2024,04
Krista Martin,Perry-Arnold,2025,09
Diane Knox,"Conrad, Shaw and Miller",2034,10
Lisa Moody,"Gomez, Bryant and Ross",2013,02
Kimberly Henson,"Smith, Le and Quinn",2021,08
Rachel Dominguez,"Smith, Le and Quinn",2034,06
Rachel Dominguez,Long Inc,2021,12
Megan Taylor,"Smith, Le and Quinn",2030,01
Megan Taylor,Moore Group,2026,04
David Goodwin,"Smith, Le and Quinn",2033,10
Mark Parker,"Smith, Le and Quinn",2025,04
Alexandra Valenzuela,"Smith, Le and Quinn",2005,05
Cynthia Rose,"Smith, Le and Quinn",2031,03
Anthony Alexander,"Smith, Le and Quinn",2008,09
Patrick Clark,"Smith, Le and Quinn",2025,04
Richard Kelly,"Smith, Le and Quinn",2029,03
Robert Wilkins,"Smith, Le and Quinn",2034,04
April Bates,"Smith, Le and Quinn",2010,06
Nicole Moore,"Smith, Le and Quinn",2015,01
Audrey Walsh,"Smith, Le and Quinn",2023,09
David Huang,"Smith, Le and Quinn",2009,08
Kevin Rocha,"Smith, Le and Quinn",2007,09
Joshua Maynard,"Smith, Le and Quinn",2024,01
Joshua Maynard,Burton-Franco,2010,05
Joshua Maynard,"Jackson, Serrano and Mcdonald",2029,04
Cheryl Harris,"Smith, Le and Quinn",2016,05
Terry Taylor,"Smith, Le and Quinn",2015,11
Joshua Meyer,"Smith, Le and Quinn",2022,10
Robert Rollins,"Smith, Le and Quinn",2024,02
Rachael Thompson,"Smith, Le and Quinn",2029,12
Christopher Hill,"Smith, Le and Quinn",2022,04
Shawn Castillo,"Smith, Le and Quinn",2019,03
Henry Chandler,"Smith, Le and Quinn",2018,04
Nicole Espinoza,"Smith, Le and Quinn",2012,01
Dr. Sean Martinez,"Smith, Le and Quinn",2024,06
Christina Barrett,"Smith, Le and Quinn",2021,06
Susan Hopkins,"Smith, Le and Quinn",2007,04
Kristine Esparza,"Mcdaniel, Hale and Durham",2006,05
Kristine Esparza,"Stevenson, Salinas and Williamson",2011,09
Melissa Pruitt,"Mcdaniel, Hale and Durham",2027,06
Melissa Pruitt,"Stevenson, Salinas and Williamson",2024,07
Sarah Larsen,"Mcdaniel, Hale and Durham",2013,01
Sarah Larsen,"Stevenson, Salinas and Williamson",2019,05
Christina Perry,"Mcdaniel, Hale and Durham",2027,10
Christina Perry,"Stevenson, Salinas and Williamson",2024,03
Cameron Gutierrez,"Mcdaniel, Hale and Durham",2007,08
Cameron Gutierrez,"Stevenson, Salinas and Williamson",2027,04
